aX,aY,aZ,gX,gY,gZ
-0.121,0.065,2.229,127.075,99.243,-172.180
-0.010,-0.172,1.835,105.225,125.977,-193.909
0.146,-0.541,1.571,98.816,132.446,-211.304
0.306,-0.870,1.450,98.755,124.451,-216.248
0.379,-1.058,1.512,88.501,109.192,-212.036
0.432,-1.232,1.583,68.665,105.530,-193.604
0.444,-1.296,1.595,59.326,111.755,-166.016
0.481,-1.296,1.534,57.922,124.023,-141.785
0.506,-1.282,1.411,45.532,143.127,-122.742
0.537,-1.271,1.232,30.090,163.208,-106.384
0.583,-1.279,1.025,15.137,180.786,-90.515
0.630,-1.277,0.833,5.493,193.176,-72.876
0.671,-1.280,0.615,-6.165,202.271,-54.504
0.683,-1.289,0.416,-17.395,206.238,-35.767
0.678,-1.223,0.229,-26.489,203.186,-14.099
0.670,-1.092,0.059,-35.767,196.228,6.409
0.668,-0.952,-0.096,-45.105,186.829,21.851
0.676,-0.832,-0.222,-51.941,173.889,32.227
0.665,-0.748,-0.307,-57.190,157.288,39.185
0.656,-0.663,-0.330,-62.012,138.733,44.434
0.642,-0.636,-0.341,-62.683,120.239,47.302
0.624,-0.588,-0.320,-56.519,100.281,50.415
0.593,-0.517,-0.270,-49.316,80.078,53.406
0.547,-0.422,-0.202,-43.274,60.486,56.030
0.483,-0.269,-0.108,-32.471,40.283,58.960
0.387,-0.076,0.017,-15.137,19.592,61.157
0.310,0.144,0.171,3.479,0.061,59.448
0.259,0.264,0.383,18.250,-17.517,50.537
0.217,0.244,0.641,18.188,-31.311,34.241
0.187,0.123,0.905,11.536,-37.476,16.846
0.191,-0.031,1.089,6.042,-33.203,4.028
0.205,-0.176,1.192,0.671,-20.081,-2.014
0.229,-0.245,1.207,1.831,-2.319,-1.831
0.249,-0.328,1.109,5.920,17.273,1.526
0.273,-0.351,0.924,10.620,35.156,9.094
0.295,-0.257,0.693,20.996,46.143,21.362
0.319,-0.096,0.523,27.954,46.631,30.151
0.352,0.003,0.422,27.283,38.940,29.907
0.380,0.054,0.384,24.841,26.428,24.536
0.414,0.068,0.424,23.437,11.292,17.822
0.439,0.060,0.534,21.851,-2.563,10.864
0.477,0.031,0.646,20.691,-11.719,4.272
0.502,-0.034,0.721,17.944,-16.357,-2.014
0.517,-0.097,0.771,17.395,-18.677,-5.432
0.526,-0.151,0.795,18.372,-19.653,-7.202
0.530,-0.200,0.815,18.311,-20.569,-8.362
0.530,-0.238,0.864,17.822,-22.583,-8.911
0.532,-0.271,0.908,16.479,-23.865,-8.789

1.271,0.726,1.243,5.493,-43.518,-16.113
1.324,0.718,1.251,-5.859,-25.085,-26.367
1.289,0.610,1.005,-4.639,1.953,-31.555
1.220,0.653,0.622,10.254,23.071,-20.386
1.193,0.870,0.383,37.720,24.536,-4.028
1.157,1.023,0.390,55.237,3.906,4.761
1.141,1.220,0.593,62.134,-20.264,6.409
1.060,1.304,0.746,75.806,-35.645,-21.790
0.939,1.304,0.858,83.252,-41.748,-55.054
0.843,1.226,0.881,87.463,-40.649,-79.712
0.756,0.998,0.819,83.191,-36.072,-104.492
0.690,0.688,0.828,67.627,-36.133,-126.770
0.605,0.365,0.924,51.392,-38.757,-141.785
0.522,0.076,1.043,41.687,-36.072,-147.278
0.456,-0.138,1.099,52.063,-27.283,-141.907
0.382,-0.207,1.132,51.575,-10.925,-127.808
0.290,-0.258,0.965,64.453,8.362,-114.075
0.173,-0.308,0.778,70.313,25.513,-100.159
-0.506,-0.004,1.095,70.435,35.217,-91.125
0.480,-0.365,1.144,174.683,64.697,-87.036
0.043,-0.728,-0.717,245.117,149.780,-73.181
-0.935,-1.415,-0.339,178.772,66.650,-93.262
-0.704,-1.259,0.589,97.229,-4.395,-29.358
-0.791,-1.074,0.347,140.076,21.851,17.700
-1.114,-0.931,0.007,139.465,38.635,24.841
-1.273,-0.789,-0.273,115.967,22.217,14.954
-1.291,-1.105,-0.695,42.786,0.732,-27.954
-1.333,-2.130,-0.667,-77.393,-38.269,-112.610
-1.393,-3.272,0.047,-166.992,-102.234,-179.504
-1.250,-3.961,1.069,-184.143,-156.189,-177.795
-1.074,-4.000,1.933,-133.911,-169.739,-116.089
-1.024,-3.706,2.324,-67.322,-131.897,-30.151
-1.030,-2.926,2.049,-0.610,-61.707,56.030
-0.950,-2.015,1.395,52.612,3.113,121.033
-0.834,-1.296,0.946,69.153,34.485,147.766
-0.766,-1.003,0.544,45.471,46.631,138.245
-0.780,-1.065,0.253,-19.653,48.157,105.042
-0.776,-1.199,0.240,-81.848,38.208,76.660
-0.671,-1.273,0.084,-115.479,33.752,66.895
-0.636,-1.354,0.097,-180.420,30.945,69.153
-0.568,-1.133,0.211,-164.062,15.198,96.375
-0.406,-0.655,0.260,-91.370,2.747,132.935
-0.125,-0.167,0.361,-38.330,-4.272,151.001
0.144,0.134,0.501,-28.259,-6.592,140.747
0.409,0.224,0.591,-44.922,-2.441,112.244
0.673,0.160,0.643,-73.608,5.859,78.308
0.853,0.001,0.545,-101.074,16.785,52.979
0.974,-0.164,0.363,-111.206,23.621,45.227
1.026,-0.256,0.188,-104.004,20.325,49.438
1.045,-0.184,0.039,-88.257,8.850,60.242
1.042,0.030,-0.050,-72.449,-8.057,69.763
1.167,0.263,-0.089,-60.913,-28.076,69.031
1.299,0.361,-0.080,-61.707,-50.293,52.856
1.376,0.275,0.125,-66.772,-80.017,26.367
1.421,0.096,0.497,-67.993,-108.643,4.700
1.451,-0.166,0.840,-75.012,-122.864,-5.859
1.407,-0.413,1.090,-86.548,-120.422,-2.014
1.367,-0.373,1.302,-73.425,-110.657,22.156
1.371,-0.057,1.391,-33.325,-98.145,57.312
1.379,0.200,1.402,-12.451,-79.529,78.552
1.448,0.293,1.292,-9.033,-53.162,80.200
1.490,0.368,1.116,-9.338,-27.771,79.590
1.480,0.558,0.816,-13.733,-9.094,88.013
1.395,0.828,0.411,-11.353,1.160,102.234
1.221,1.127,0.138,4.150,-9.766,122.253
1.113,1.516,0.229,25.269,-43.091,153.687
0.998,1.923,0.466,52.917,-79.834,143.372
0.891,2.064,0.762,72.937,-106.934,83.191
0.793,1.873,0.967,69.336,-117.493,18.250
0.739,1.602,1.007,62.927,-116.577,-25.024
0.679,1.322,1.053,49.622,-116.394,-55.115
0.615,1.024,1.079,42.358,-117.188,-76.599
0.535,0.783,1.162,29.907,-116.943,-90.942
0.448,0.557,1.259,17.395,-113.220,-100.464
0.345,0.336,1.291,7.996,-101.318,-104.797
0.232,0.111,1.245,-1.892,-83.130,-104.553
0.101,-0.066,1.169,-9.338,-64.026,-98.755
-0.028,-0.196,1.121,-12.634,-46.143,-86.182
-0.236,-0.387,1.084,-17.456,-27.832,-71.045
-0.540,-0.633,1.048,-32.227,-9.094,-59.753
-0.835,-0.784,1.033,-46.326,6.958,-44.067
-1.119,-0.786,0.954,-39.307,25.391,-7.141
-1.493,-0.504,0.614,-22.278,48.157,38.879
-2.090,0.012,0.074,-0.244,61.462,73.730
-1.508,0.626,-0.466,-36.682,59.570,75.500
-1.966,-0.823,-0.906,-91.675,26.550,-13.855
-2.034,-1.131,-1.321,104.309,-66.772,-82.214
-2.437,-1.502,-0.287,101.135,-197.144,-74.219
-2.314,-1.972,1.346,1.587,-307.556,-110.352
-2.400,-2.196,2.668,-29.419,-335.754,-111.206
-2.252,-2.253,3.733,-70.679,-311.401,-87.158
-2.052,-2.232,4.000,-78.064,-229.065,-47.852
-1.858,-1.940,3.998,-39.307,-93.384,9.644
-1.746,-1.450,2.796,7.507,63.477,67.627
-1.574,-1.021,1.493,48.767,177.246,105.225
-1.331,-0.729,0.605,51.331,218.140,117.188
-1.069,-0.661,0.133,21.179,211.853,111.816
-0.927,-0.484,-0.010,20.996,178.284,112.122
-0.867,-0.176,-0.001,33.508,137.329,120.667
-0.872,0.157,0.061,20.935,101.379,120.667
-0.777,0.478,0.260,-1.343,69.458,107.849
-0.617,0.502,0.476,-31.738,50.232,79.224
-0.485,0.517,0.767,-43.945,37.842,48.218
-0.349,0.637,0.965,-31.738,36.865,32.654
-0.142,0.760,0.945,-17.029,49.805,21.484
0.081,0.805,0.805,-11.292,66.101,4.089
0.327,0.828,0.726,-5.310,71.472,-17.090
0.494,0.806,0.708,5.493,67.444,-40.649
0.630,0.678,0.752,12.329,57.190,-70.251
0.767,0.440,0.909,8.606,43.213,-95.459
0.872,0.249,1.131,0.488,30.579,-104.431
1.010,0.228,1.280,0.854,26.367,-99.243
1.145,0.459,1.315,15.991,32.349,-85.327
1.326,0.755,1.248,39.429,42.725,-76.599
1.495,0.989,1.113,59.692,51.331,-79.529
1.652,1.231,1.078,67.627,53.223,-85.205
1.821,1.457,1.145,73.120,47.668,-91.614
1.872,1.580,1.178,74.524,44.739,-110.474
1.887,1.541,1.128,63.538,46.753,-139.465

1.757,1.085,0.760,27.161,50.659,-192.322
1.581,0.854,0.538,24.353,44.678,-206.238
1.378,0.715,0.377,27.222,33.386,-210.876
1.187,0.575,0.276,31.982,16.296,-215.576
1.111,0.369,0.239,31.067,-6.165,-223.938
0.792,0.013,0.687,18.188,-39.429,-235.962
0.685,-0.217,0.911,10.559,-51.208,-230.713
0.534,-0.262,0.907,15.991,-39.001,-214.600
0.427,-0.337,0.887,15.625,-29.175,-201.721
0.308,-0.492,1.000,10.864,-26.123,-196.472
0.186,-0.670,1.192,8.728,-26.245,-191.528
0.069,-0.912,1.433,-13.977,-18.921,-185.242
-0.220,-1.061,1.761,-19.958,-2.747,-182.983
-0.438,-1.420,1.801,-43.091,41.748,-146.545
-0.700,-1.050,1.602,-34.180,87.280,-67.932
-0.958,-0.414,0.992,22.217,128.174,-8.484
-1.279,-0.007,0.097,40.161,167.480,17.151
-1.480,0.013,-0.595,12.085,169.495,1.099
-1.685,-0.600,-1.018,-24.658,128.296,-45.471
-2.193,-1.164,-0.585,-60.364,52.185,-83.984
-1.497,-1.775,-0.187,5.249,-13.184,-81.238
-2.005,-1.955,-0.292,31.433,-50.720,-72.632
-2.093,-1.713,0.996,56.763,-148.743,-49.255
-1.870,-1.515,2.067,92.834,-199.036,-35.706
-1.817,-1.545,2.610,34.546,-169.495,-40.039
-1.794,-1.578,2.856,-7.141,-120.972,-43.152
-1.639,-1.470,2.720,6.287,-60.669,-30.640
-1.495,-1.437,2.130,21.057,11.536,-16.541
-1.282,-1.431,1.357,36.133,70.007,-3.357
-1.125,-1.482,0.773,44.495,96.985,9.949
-1.049,-1.465,0.606,48.767,92.834,26.917
-0.918,-1.278,0.463,49.377,89.905,49.988
-0.797,-1.049,0.204,26.245,93.445,68.787
-0.692,-0.785,0.067,19.653,80.566,83.191
-0.575,-0.529,0.057,19.470,58.838,88.928
-0.407,-0.359,0.097,16.296,40.833,83.191
-0.345,-0.386,0.074,7.019,28.748,69.885
-0.238,-0.500,-0.078,-8.606,23.071,60.364
-0.047,-0.616,-0.183,-15.930,12.817,55.908
0.095,-0.777,-0.132,-13.428,-8.240,55.298
0.231,-0.901,-0.035,-18.250,-28.076,59.692
0.378,-0.936,0.105,-23.560,-42.419,68.665
0.456,-0.832,0.298,-28.625,-53.772,80.383
0.522,-0.640,0.337,-35.095,-57.312,91.614
0.568,-0.410,0.234,-42.480,-55.847,95.276
0.641,-0.245,0.014,-55.603,-55.725,90.088
0.761,-0.309,-0.231,-69.824,-61.462,77.576
0.843,-0.518,-0.241,-77.637,-80.688,65.918
0.908,-0.707,0.020,-69.641,-109.619,66.895
0.939,-0.771,0.358,-58.044,-132.324,80.811
0.983,-0.690,0.643,-48.767,-143.066,101.379
1.058,-0.552,0.850,-40.161,-146.667,121.521
1.112,-0.395,0.987,-31.860,-145.813,138.306
1.210,-0.120,1.103,-20.447,-144.714,157.166
1.258,0.235,1.196,-7.874,-143.127,175.537
1.219,0.633,1.280,3.845,-142.212,191.406
1.105,1.142,1.401,25.208,-143.188,211.548
0.972,1.747,1.632,55.481,-150.330,259.705
0.575,2.579,2.228,87.524,-172.180,258.911
0.371,2.937,2.796,111.877,-176.453,163.452
0.292,2.814,3.028,97.473,-142.456,75.073
0.195,2.272,3.243,67.139,-110.840,-14.526
0.166,1.591,3.365,34.790,-77.087,-85.083
0.144,0.987,3.356,6.653,-33.813,-129.578
0.123,0.455,3.250,-20.691,14.160,-156.616
0.117,0.016,3.018,-36.316,63.416,-171.814
0.118,-0.313,2.671,-39.612,110.291,-175.354
0.129,-0.548,2.236,-38.208,150.940,-163.025
0.163,-0.725,1.777,-28.320,182.983,-140.381
0.201,-0.808,1.250,-19.165,206.360,-109.314
0.110,-0.701,0.813,-6.226,216.187,-70.923
0.074,-0.381,0.533,5.432,209.412,-24.719
-0.002,0.017,0.243,18.860,201.843,3.845
-0.073,0.275,0.014,14.282,187.988,6.409
-0.234,0.218,-0.124,-9.277,162.354,-15.442
-0.440,-0.101,-0.334,-39.978,134.766,-37.964
-0.705,-0.461,-0.614,-59.998,107.056,-51.758
-0.832,-0.611,-1.076,-72.571,81.665,-51.086
-0.921,-0.655,-1.442,-55.847,38.879,-47.241
-1.066,-0.673,-1.198,-32.349,-41.443,-47.119
-2.299,-0.682,0.209,-24.536,-137.817,-57.007
-0.903,-0.806,0.295,90.515,-170.959,-60.486
-2.095,-1.226,0.206,74.951,-160.217,-57.129
-1.966,-1.297,1.465,-6.592,-227.234,-62.988
-1.994,-1.392,2.253,19.165,-243.469,-56.885
-2.006,-1.454,2.877,-17.883,-211.060,-54.443
-1.927,-1.687,3.236,-46.509,-152.527,-52.185
-1.753,-1.863,2.954,-49.438,-60.730,-34.424
-1.538,-1.625,2.179,-20.935,25.452,6.042
-1.250,-1.103,1.534,12.573,74.768,47.180
-0.930,-0.708,0.980,32.166,93.384,68.115
-0.692,-0.471,0.641,15.503,93.384,65.979
-0.468,-0.397,0.495,-8.972,81.787,54.810
-0.285,-0.417,0.487,-14.404,64.331,45.105
-0.203,-0.406,0.587,-10.498,48.889,42.908
-0.066,-0.374,0.633,-10.315,41.016,45.105
-0.014,-0.407,0.705,-31.555,37.292,45.349
0.045,-0.297,0.841,-25.146,29.175,53.955
0.114,-0.169,0.966,-13.000,27.649,61.096
0.165,-0.016,1.039,-5.920,31.799,63.660
0.233,0.175,0.947,-2.441,43.091,63.049
0.346,0.317,0.781,-1.709,52.368,55.725
0.437,0.348,0.668,-3.296,50.903,41.687
0.497,0.278,0.592,-7.751,41.870,26.367
0.500,0.214,0.615,-8.545,27.283,17.273
0.489,0.188,0.768,-4.822,10.986,12.878
0.457,0.138,0.930,-2.258,1.526,8.728
0.418,0.073,1.021,-0.610,0.366,4.944
0.396,0.023,1.068,3.540,2.930,3.174
0.360,-0.015,1.067,5.249,6.714,1.831
0.329,-0.033,1.033,4.395,10.742,1.099
0.308,-0.042,0.991,3.418,13.184,0.122
0.275,-0.077,0.976,-0.427,13.428,-2.197
0.204,-0.107,0.963,-4.333,13.184,-4.517
0.171,-0.119,0.908,-5.371,13.916,-6.470
0.157,-0.184,0.866,-6.653,13.000,-10.376
0.152,-0.301,0.873,-10.010,9.949,-14.526
0.142,-0.406,0.900,-9.766,7.080,-14.160
0.091,-0.412,0.907,-6.348,6.348,-8.118

-0.997,-1.114,0.770,-24.536,-45.105,34.851
-0.943,-1.051,0.907,-35.583,-54.321,34.790
-0.912,-1.071,1.057,-37.476,-64.453,28.503
-0.823,-1.226,1.336,-49.438,-74.890,15.015
-0.507,-1.279,1.700,-46.082,-83.923,17.395
-0.172,-1.232,2.007,-27.832,-82.642,36.316
0.036,-1.180,2.243,-23.315,-63.721,57.739
0.272,-0.993,2.277,-22.522,-29.053,81.970
0.588,-0.692,2.094,-10.010,11.169,104.675
1.024,-0.288,1.846,-7.141,46.509,117.310
1.425,0.003,1.405,-16.357,79.346,117.615
1.844,0.291,0.911,-14.954,102.417,116.577
2.161,0.727,0.461,4.028,111.694,131.165
2.239,1.312,0.012,23.132,113.098,164.917
2.405,2.119,-0.416,26.062,107.544,238.647
2.092,3.053,-0.939,60.303,82.214,212.341
1.681,3.077,-1.225,67.139,33.447,115.540
1.375,2.654,-1.133,47.302,-35.950,29.419
1.109,1.878,-0.366,34.180,-120.483,-52.246
0.887,1.158,0.594,35.767,-184.509,-106.201
0.670,0.603,1.378,36.987,-204.712,-130.981
0.400,0.284,1.901,26.001,-187.988,-134.888
0.075,0.160,2.249,7.874,-147.522,-127.380
-0.267,0.236,2.319,-10.071,-89.417,-111.511
-0.650,0.274,2.080,-29.663,-26.794,-99.792
-1.098,0.177,1.592,-59.814,25.940,-97.229
-1.565,-0.058,0.974,-81.970,68.298,-99.243
-2.082,-0.356,0.017,-75.867,99.243,-90.820
-2.848,-0.688,-1.104,-63.538,96.558,-77.209
-3.405,-1.009,-1.898,-36.316,53.772,-74.097
-3.657,-1.341,-1.438,-17.883,-63.416,-93.689
-3.710,-1.854,0.257,-30.518,-229.370,-150.635
-3.706,-2.496,2.337,-99.915,-311.218,-163.635
-3.011,-2.428,4.000,-165.955,-329.712,-125.061
-3.068,-2.843,4.000,-180.298,-243.225,-45.227
-2.637,-1.179,4.000,-77.271,-37.537,100.037
-2.490,-0.161,2.627,20.752,172.363,172.729
-2.020,0.385,0.751,91.431,288.208,156.555
-1.375,0.377,-0.453,91.125,301.697,99.670
-0.707,-0.015,-1.175,89.844,255.005,45.898
-0.108,-0.157,-1.188,85.754,174.438,32.959
0.341,-0.015,-0.315,70.618,77.881,44.861
0.864,0.304,0.727,50.964,14.038,57.800
1.530,0.721,1.393,37.476,7.935,67.627
2.259,1.224,1.491,53.650,41.870,89.844
2.941,1.872,1.174,67.139,89.722,120.605
3.280,2.837,0.677,73.975,118.347,124.573
3.168,3.924,0.021,86.914,126.282,90.942
2.994,4.000,-0.634,88.013,117.920,37.781
2.550,4.000,-1.143,82.153,76.477,-60.303
1.841,3.232,-1.306,76.416,10.071,-159.973
1.124,2.012,-1.043,70.190,-65.369,-231.079
0.556,0.864,-0.350,79.956,-135.315,-277.710
0.006,-0.166,0.547,79.041,-185.791,-305.420
-0.738,-0.940,1.205,63.782,-203.430,-329.102
-1.854,-1.954,1.405,31.799,-179.199,-349.792
-2.944,-2.563,1.190,-19.775,-130.066,-258.301
-3.994,-2.856,0.682,-37.964,-89.111,-175.110
-4.000,-3.006,0.672,-54.749,-81.665,-136.414
-4.000,-3.134,1.813,-69.580,-125.732,-130.066
-3.411,-3.371,3.141,-64.636,-154.846,-121.704
-2.716,-3.454,4.000,-78.369,-111.267,-92.102
-2.322,-3.540,4.000,-84.839,-15.930,-37.598
-2.170,-2.971,3.459,-135.010,127.808,52.429
-1.970,-1.525,1.936,-97.168,255.127,160.461
-1.646,-0.387,0.712,-53.650,317.322,197.021
-1.321,0.267,-0.107,-19.775,329.590,182.068
-0.699,0.605,-0.844,25.818,313.293,143.066
-0.235,0.570,-1.109,39.673,263.489,103.333
0.383,0.534,-0.464,31.067,174.622,72.449
1.123,0.906,0.326,53.101,107.361,80.444
1.880,1.342,0.896,71.594,87.585,110.535
2.577,2.132,1.266,88.562,94.360,148.499
2.790,2.885,1.237,125.366,109.741,114.929
2.656,3.428,0.822,133.850,129.272,67.749
2.405,3.716,0.210,129.883,147.278,21.790
2.332,3.764,-0.057,107.788,131.531,-46.326
1.915,3.218,-0.217,68.848,93.933,-137.329
1.547,2.404,-0.361,39.246,60.669,-216.858
1.229,1.589,-0.316,29.785,21.179,-266.907
0.917,0.748,-0.209,14.038,-15.015,-297.974
0.464,0.009,0.002,-5.737,-48.035,-307.861
-0.273,-0.470,-0.041,-15.320,-71.167,-293.396
-1.425,-1.065,-0.690,-7.874,-75.684,-277.527
-3.077,-1.980,-1.629,23.926,-83.923,-280.884
-4.000,-2.467,-1.552,31.433,-146.301,-201.904
-4.000,-2.266,0.160,46.570,-278.687,-140.991
-3.903,-2.250,2.468,39.551,-364.929,-150.757
-3.160,-2.516,4.000,-39.734,-342.102,-179.138
-2.617,-3.018,4.000,-117.676,-225.098,-189.514
-1.784,-3.221,4.000,-130.920,-40.833,-144.531
-1.178,-2.480,3.951,-64.453,139.465,-39.795
-0.802,-1.356,2.434,-12.573,278.870,56.396
-0.410,-0.448,0.732,40.283,373.230,105.103
0.047,0.211,-0.711,45.593,400.452,112.854
0.447,0.642,-1.689,35.767,361.267,99.060
0.716,0.822,-2.050,8.850,277.466,72.998
0.956,0.898,-1.868,-12.695,169.922,40.222
1.051,0.910,-1.379,-1.465,73.303,15.503
1.109,0.734,-0.755,0.244,7.935,-12.268
1.046,0.221,-0.321,5.127,-25.208,-54.871
0.894,-0.295,0.046,12.451,-52.307,-77.698
0.654,-0.611,0.418,33.997,-74.890,-74.341
0.377,-0.769,0.723,52.063,-85.632,-61.401
0.045,-0.848,0.888,60.974,-83.313,-49.377
-0.231,-0.873,0.960,62.134,-75.195,-41.016
-0.391,-0.907,1.051,56.702,-68.420,-33.813
-0.482,-0.895,1.240,51.331,-69.641,-30.334
-0.477,-0.981,1.574,48.096,-74.524,-38.635
-0.416,-1.184,1.900,33.264,-66.772,-49.744
-0.316,-1.391,1.943,7.568,-35.828,-51.086
-0.225,-1.304,1.735,-6.775,3.723,-37.170
-0.114,-1.183,1.491,4.028,31.372,-18.555
-0.073,-1.063,1.235,16.663,52.246,-0.122
0.064,-0.821,0.842,19.165,69.885,18.494
0.112,-0.636,0.531,10.315,73.486,27.100
0.162,-0.490,0.501,3.235,57.129,27.954
0.156,-0.374,0.622,2.075,37.659,26.367
0.165,-0.224,0.687,9.338,26.733,24.963

-1.339,-1.921,0.561,-46.631,-116.150,-31.677
-1.457,-2.181,0.963,-58.289,-134.338,-18.738
-1.409,-2.130,1.363,-61.401,-136.902,8.667
-1.279,-1.919,1.718,-55.420,-123.413,36.682
-1.151,-1.694,1.955,-59.143,-97.778,55.847
-0.984,-1.508,1.948,-69.458,-57.983,70.923
-0.874,-1.376,1.728,-83.923,-11.108,83.557
-0.752,-1.140,1.260,-90.576,33.203,101.257
-0.549,-0.835,0.672,-92.651,68.298,120.178
-0.331,-0.474,0.062,-97.168,89.539,135.742
-0.093,-0.093,-0.471,-94.116,90.454,146.851
0.172,0.224,-0.687,-93.445,65.002,149.780
0.427,0.415,-0.407,-97.229,23.193,142.212
0.786,0.492,0.008,-94.421,-6.836,132.690
1.181,0.554,0.211,-94.543,-14.465,126.343
1.758,0.749,0.224,-87.280,-14.282,129.517
2.255,0.985,0.120,-73.486,-20.386,140.442
2.572,1.241,0.030,-57.800,-38.574,167.175
2.682,1.895,0.219,-30.518,-68.970,217.407
2.521,3.150,0.365,13.855,-98.999,233.765
2.064,3.997,0.379,55.115,-119.934,179.138
1.565,4.000,0.478,86.487,-141.296,99.365
1.070,3.780,0.826,92.468,-167.114,-6.104
0.716,2.733,1.208,85.754,-184.265,-109.375
0.431,1.655,1.640,62.622,-189.758,-185.791
0.228,0.717,2.039,28.015,-182.190,-230.469
-0.132,0.196,2.191,4.150,-146.912,-238.953
-0.692,-0.066,2.041,-11.169,-95.581,-231.079
-1.517,-0.508,1.428,-31.189,-38.147,-233.337
-2.528,-1.231,0.253,-43.213,11.353,-256.104
-3.851,-2.889,-1.370,-54.138,40.100,-284.668
-4.000,-4.000,-2.158,-115.845,22.400,-207.581
-4.000,-4.000,-0.814,-149.658,-113.403,-133.728
-4.000,-4.000,2.004,-168.396,-294.006,-55.359
-3.990,-3.672,4.000,-180.603,-330.505,48.279
-3.071,-2.393,4.000,-154.663,-249.451,160.156
-2.462,-0.932,4.000,-145.081,-54.138,222.595
-2.275,-0.218,3.720,-100.830,186.584,205.383
-1.875,-0.290,1.558,-53.772,355.225,145.142
-1.303,-0.800,-0.172,-27.466,406.799,98.511
-0.752,-0.882,-1.547,-22.095,387.939,113.281
-0.111,-0.196,-2.137,0.916,310.242,169.189
0.564,0.678,-1.663,-22.583,181.763,209.717
1.219,1.099,-0.666,-51.819,72.083,218.506
1.814,1.514,0.040,-35.889,29.480,246.887
2.284,2.340,0.151,-3.662,30.212,274.658
2.439,3.537,0.080,39.307,21.362,258.728
2.541,4.000,0.050,72.693,-3.235,204.041
2.343,4.000,0.079,88.928,-31.921,128.784
1.913,4.000,0.090,100.220,-61.951,34.485
1.358,3.708,0.352,113.098,-95.032,-57.556
0.954,2.772,0.739,106.750,-117.798,-139.465
0.591,1.766,1.008,75.684,-120.361,-205.383
0.193,0.981,1.042,42.725,-107.422,-241.455
-0.430,0.257,0.915,16.296,-88.806,-257.507
-1.346,-0.530,0.504,-1.831,-71.289,-267.639
-2.557,-1.251,-0.362,0.183,-56.152,-286.987
-3.989,-3.059,-1.451,3.662,-54.199,-287.476
-4.000,-4.000,-1.080,-37.292,-114.380,-189.697
-4.000,-4.000,1.033,-78.491,-250.427,-107.300
-4.000,-4.000,3.516,-94.299,-322.571,-15.747
-3.631,-3.057,4.000,-99.548,-259.399,90.576
-2.793,-1.818,4.000,-94.055,-96.252,165.161
-2.364,-1.011,3.948,-134.644,103.210,187.073
-1.942,-0.328,2.252,-124.146,270.386,178.833
-1.381,-0.478,0.561,-86.609,353.394,133.362
-0.936,-0.956,-0.651,-75.806,360.718,98.206
-0.528,-0.950,-1.401,-66.833,316.467,117.126
-0.128,-0.305,-1.501,-47.546,239.319,166.016
0.283,0.358,-0.873,-45.227,147.583,195.984
0.786,0.745,0.003,-47.607,80.688,198.486
1.310,1.087,0.533,-25.940,57.251,206.909
1.843,1.598,0.649,-0.183,64.087,241.943
2.292,2.568,0.578,29.480,72.937,273.315
2.381,3.690,0.500,63.354,64.270,242.981
2.239,4.000,0.243,81.482,55.603,177.856
2.000,4.000,-0.127,95.215,46.204,100.342
1.631,4.000,-0.419,92.224,21.790,5.310
1.234,3.363,-0.542,78.491,-17.639,-87.280
0.879,2.415,-0.340,54.382,-66.284,-163.086
0.536,1.396,0.049,31.982,-109.619,-216.370
0.061,0.427,0.321,22.949,-132.324,-241.455
-0.538,-0.201,0.344,20.264,-135.010,-236.694
-1.438,-0.660,0.199,25.330,-132.996,-223.267
-2.599,-1.280,-0.208,25.208,-131.104,-221.924
-3.982,-2.636,-0.633,12.268,-141.785,-237.122
-4.000,-3.498,0.227,-53.833,-199.585,-170.471
-4.000,-4.000,2.221,-78.552,-289.062,-128.235
-3.999,-4.000,3.984,-106.262,-312.622,-66.833
-3.377,-3.356,4.000,-114.258,-232.727,46.753
-2.555,-2.230,4.000,-96.985,-78.064,145.813
-2.071,-1.221,3.758,-143.066,135.742,195.801
-1.654,-0.270,2.038,-135.620,287.903,206.787
-1.202,-0.212,0.696,-125.854,345.337,160.217
-0.808,-0.432,-0.291,-107.239,347.656,115.112
-0.464,-0.479,-0.945,-68.359,311.401,114.136
-0.092,-0.069,-1.110,-42.297,247.986,143.799
0.292,0.573,-0.710,-30.945,171.692,172.607
0.717,1.037,0.048,-25.574,107.056,186.707
1.218,1.326,0.565,-11.536,81.360,209.839
1.596,1.877,0.655,11.353,87.524,216.187
2.008,2.663,0.589,43.091,92.834,208.191
2.123,3.360,0.604,83.557,83.374,176.086
2.074,3.627,0.488,111.938,74.585,126.038
1.837,3.729,0.262,114.136,71.716,73.120
1.615,3.404,-0.140,101.868,75.867,5.249
1.372,2.762,-0.492,75.256,59.326,-67.017
1.156,1.941,-0.659,50.903,20.508,-127.625
0.954,1.150,-0.593,37.292,-27.161,-165.955
0.752,0.533,-0.450,38.818,-69.946,-179.749
0.509,0.104,-0.248,45.532,-103.821,-176.208
0.209,-0.141,0.075,45.715,-132.324,-165.161
-0.218,-0.340,0.405,43.396,-150.452,-155.273
-0.803,-0.528,0.559,39.307,-152.893,-147.705
-1.406,-0.731,0.647,30.579,-145.813,-137.939
-1.823,-1.012,0.742,16.113,-142.273,-138.611
-2.249,-1.135,0.791,-8.057,-136.841,-151.428
-2.352,-1.483,1.406,-46.509,-161.194,-154.053
